-7.9473E-08,0
-7.9342E-08,0
-7.9212E-08,0
-7.9081E-08,0
-7.8950E-08,0
-7.8819E-08,0
-7.8689E-08,0
-7.8558E-08,0
-7.8427E-08,0
-7.8297E-08,0
-7.8166E-08,0
-7.8035E-08,0
-7.7904E-08,0
-7.7774E-08,0
-7.7643E-08,0
-7.7512E-08,0
-7.7381E-08,0
-7.7251E-08,0
-7.7120E-08,0
-7.6989E-08,0
-7.6859E-08,0
-7.6728E-08,0
-7.6597E-08,0
-7.6466E-08,0
-7.6336E-08,0
-7.6205E-08,0
-7.6074E-08,0
-7.5943E-08,0
-7.5813E-08,0
-7.5682E-08,0
-7.5551E-08,0
-7.5421E-08,0
-7.5290E-08,0
-7.5159E-08,0
-7.5028E-08,0
-7.4898E-08,0
-7.4767E-08,0
-7.4636E-08,0
-7.4506E-08,0
-7.4375E-08,0
-7.4244E-08,0
-7.4113E-08,0
-7.3983E-08,0
-7.3852E-08,0
-7.3721E-08,0
-7.3590E-08,0
-7.3460E-08,0
-7.3329E-08,0
-7.3198E-08,0
-7.3068E-08,0
-7.2937E-08,0
-7.2806E-08,0
-7.2675E-08,0
-7.2545E-08,0
-7.2414E-08,0
-7.2283E-08,0
-7.2152E-08,0
-7.2022E-08,0
-7.1891E-08,0
-7.1760E-08,0
-7.1630E-08,0
-7.1499E-08,0
-7.1368E-08,0
-7.1237E-08,0
-7.1107E-08,0
-7.0976E-08,0
-7.0845E-08,0
-7.0715E-08,0
-7.0584E-08,0
-7.0453E-08,0
-7.0322E-08,0
-7.0192E-08,0
-7.0061E-08,0
-6.9930E-08,0
-6.9799E-08,0
-6.9669E-08,0
-6.9538E-08,0
-6.9407E-08,0
-6.9277E-08,0
-6.9146E-08,0
-6.9015E-08,0
-6.8884E-08,0
-6.8754E-08,0
-6.8623E-08,0
-6.8492E-08,0
-6.8362E-08,0
-6.8231E-08,0
-6.8100E-08,0
-6.7969E-08,0
-6.7839E-08,0
-6.7708E-08,0
-6.7577E-08,0
-6.7446E-08,0
-6.7316E-08,0
-6.7185E-08,0
-6.7054E-08,0
-6.6924E-08,0
-6.6793E-08,0
-6.6662E-08,0
-6.6531E-08,0
-6.6401E-08,0
-6.6270E-08,0
-6.6139E-08,0
-6.6008E-08,0
-6.5878E-08,0
-6.5747E-08,0
-6.5616E-08,0
-6.5486E-08,0
-6.5355E-08,0
-6.5224E-08,0
-6.5093E-08,0
-6.4963E-08,0
-6.4832E-08,0
-6.4701E-08,0
-6.4571E-08,0
-6.4440E-08,0
-6.4309E-08,0
-6.4178E-08,0
-6.4048E-08,0
-6.3917E-08,0
-6.3786E-08,0
-6.3655E-08,0
-6.3525E-08,0
-6.3394E-08,0
-6.3263E-08,0
-6.3133E-08,0
-6.3002E-08,0
-6.2871E-08,0
-6.2740E-08,0
-6.2610E-08,0
-6.2479E-08,0
-6.2348E-08,0
-6.2217E-08,0
-6.2087E-08,0
-6.1956E-08,0
-6.1825E-08,0
-6.1695E-08,0
-6.1564E-08,0
-6.1433E-08,0
-6.1302E-08,0
-6.1172E-08,0
-6.1041E-08,0
-6.0910E-08,0
-6.0780E-08,0
-6.0649E-08,0
-6.0518E-08,0
-6.0387E-08,0
-6.0257E-08,0
-6.0126E-08,0
-5.9995E-08,0
-5.9864E-08,0
-5.9734E-08,0
-5.9603E-08,0
-5.9472E-08,0
-5.9342E-08,0
-5.9211E-08,0
-5.9080E-08,0
-5.8949E-08,0
-5.8819E-08,0
-5.8688E-08,0
-5.8557E-08,0
-5.8426E-08,0
-5.8296E-08,0
-5.8165E-08,0
-5.8034E-08,0
-5.7904E-08,0
-5.7773E-08,0
-5.7642E-08,0
-5.7511E-08,0
-5.7381E-08,0
-5.7250E-08,0
-5.7119E-08,0
-5.6989E-08,0
-5.6858E-08,0
-5.6727E-08,0
-5.6596E-08,0
-5.6466E-08,0
-5.6335E-08,0
-5.6204E-08,0
-5.6073E-08,0
-5.5943E-08,0
-5.5812E-08,0
-5.5681E-08,0
-5.5551E-08,0
-5.5420E-08,0
-5.5289E-08,0
-5.5158E-08,0
-5.5028E-08,0
-5.4897E-08,0
-5.4766E-08,0
-5.4636E-08,0
-5.4505E-08,0
-5.4374E-08,0
-5.4243E-08,0
-5.4113E-08,0
-5.3982E-08,0
-5.3851E-08,0
-5.3720E-08,0
-5.3590E-08,0
-5.3459E-08,0
-5.3328E-08,0
-5.3198E-08,0
-5.3067E-08,0
-5.2936E-08,0
-5.2805E-08,0
-5.2675E-08,0
-5.2544E-08,0
-5.2413E-08,0
-5.2282E-08,0
-5.2152E-08,0
-5.2021E-08,0
-5.1890E-08,0
-5.1760E-08,0
-5.1629E-08,0
-5.1498E-08,0
-5.1367E-08,0
-5.1237E-08,0
-5.1106E-08,0
-5.0975E-08,0
-5.0845E-08,0
-5.0714E-08,0
-5.0583E-08,0
-5.0452E-08,0
-5.0322E-08,0
-5.0191E-08,0
-5.0060E-08,0
-4.9929E-08,0
-4.9799E-08,0
-4.9668E-08,0
-4.9537E-08,0
-4.9407E-08,0
-4.9276E-08,0
-4.9145E-08,0
-4.9014E-08,0
-4.8884E-08,0
-4.8753E-08,0
-4.8622E-08,0
-4.8491E-08,0
-4.8361E-08,0
-4.8230E-08,0
-4.8099E-08,0
-4.7969E-08,0
-4.7838E-08,0
-4.7707E-08,0
-4.7576E-08,0
-4.7446E-08,0
-4.7315E-08,0
-4.7184E-08,0
-4.7054E-08,0
-4.6923E-08,0
-4.6792E-08,0
-4.6661E-08,0
-4.6531E-08,0
-4.6400E-08,0
-4.6269E-08,0
-4.6138E-08,0
-4.6008E-08,0
-4.5877E-08,0
-4.5746E-08,0
-4.5616E-08,0
-4.5485E-08,0
-4.5354E-08,0
-4.5223E-08,0
-4.5093E-08,0
-4.4962E-08,0
-4.4831E-08,0
-4.4701E-08,0
-4.4570E-08,0
-4.4439E-08,0
-4.4308E-08,0
-4.4178E-08,0
-4.4047E-08,0
-4.3916E-08,0
-4.3785E-08,0
-4.3655E-08,0
-4.3524E-08,0
-4.3393E-08,0
-4.3263E-08,0
-4.3132E-08,0
-4.3001E-08,0
-4.2870E-08,0
-4.2740E-08,0
-4.2609E-08,0
-4.2478E-08,0
-4.2347E-08,0
-4.2217E-08,0
-4.2086E-08,0
-4.1955E-08,0
-4.1825E-08,0
-4.1694E-08,0
-4.1563E-08,0
-4.1432E-08,0
-4.1302E-08,0
-4.1171E-08,0
-4.1040E-08,0
-4.0910E-08,0
-4.0779E-08,0
-4.0648E-08,0
-4.0517E-08,0
-4.0387E-08,0
-4.0256E-08,0
-4.0125E-08,0
-3.9994E-08,0
-3.9864E-08,0
-3.9733E-08,0
-3.9602E-08,0
-3.9472E-08,0
-3.9341E-08,0
-3.9210E-08,0
-3.9079E-08,0
-3.8949E-08,0
-3.8818E-08,0
-3.8687E-08,0
-3.8556E-08,0
-3.8426E-08,0
-3.8295E-08,0
-3.8164E-08,0
-3.8034E-08,0
